gps_time,x,y,z,vE,vN,vU
1429364578.3108,4181987.97861877,860765.355217453,4723068.77312642,-0.592004661592385,-3.45902366958031,-0.0784436517225953
1429364578.31602,4181988.25791936,860765.357493092,4723068.53987843,-0.54078840379693,-3.59729240154827,0.0953225104119046
1429364578.3217,4181988.53337779,860765.362455306,4723068.30443355,-0.506728205798641,-3.58799935700887,0.057452062997851
1429364578.40643,4181988.79443219,860765.384400329,4723068.06403391,-0.419158858721393,-3.56899262292157,-0.0655096905811234
1429364578.50739,4181989.07152164,860765.399312579,4723067.83503073,-0.412558295207204,-3.57177277234715,0.129457186188525
1429364578.60522,4181989.34843996,860765.419134154,4723067.59710561,-0.364127713123199,-3.63749947338931,0.0685658760975447
1429364578.70228,4181989.61709976,860765.441779844,4723067.35484367,-0.319816804748536,-3.61052442066026,-0.0139424070081509
1429364578.80367,4181989.88068695,860765.479273578,4723067.11013286,-0.164157447441417,-3.61219024654514,-0.0453592383383723
1429364578.90147,4181990.15170274,860765.522202149,4723066.8636848,-0.125900881165939,-3.68608795740126,-0.00235189096009525
1429364579.03766,4181990.41141743,860765.571962051,4723066.62243822,-0.0362063717911512,-3.57922238804313,-0.0284034329811715
1429364579.25156,4181990.67579744,860765.62357978,4723066.37701459,-0.0274148673453528,-3.64391726157761,-0.0264505704718072
1429364579.25862,4181990.94200958,860765.690974933,4723066.13388883,0.123427394027594,-3.66558336595654,0.0238875405589465
1429364579.30245,4181991.21591428,860765.764737093,4723065.91333272,0.209049223046188,-3.589943980943,0.0419891949015114
1429364579.40605,4181991.47304677,860765.84803471,4723065.66638762,0.29749281147764,-3.64878470118364,-0.0425280880145453
1429364579.50789,4181991.73153902,860765.9409055,4723065.4345901,0.388518289206456,-3.57184984786648,0.0919707725256897
1429364579.60381,4181991.99064452,860766.042111548,4723065.19528009,0.468923710550786,-3.63901500809584,0.0513140046092126
1429364579.70211,4181992.2337256,860766.150728932,4723064.95123725,0.573821555091287,-3.56497034699201,-0.0787823602809219
1429364579.80335,4181992.47746174,860766.271816852,4723064.70751795,0.694646646062002,-3.58628901381391,-0.0552912097116924
1429364579.90103,4181992.72367839,860766.405994327,4723064.47678697,0.817854760267727,-3.53722299072371,0.0752122250513287
1429364580.25522,4181992.96418872,860766.548962352,4723064.24260813,0.915460058263098,-3.53185853340323,0.0240563717912008
1429364580.26354,4181993.1930508,860766.702143926,4723064.00284433,1.03898237258754,-3.49960337864859,-0.0799681298283121
1429364580.27012,4181993.42075824,860766.867166833,4723063.78374901,1.15729303001606,-3.37085972699768,0.0822100452182788
1429364580.3002,4181993.62618914,860767.042693414,4723063.55586292,1.24361600222783,-3.33015960967911,-0.00865268476697123
1429364580.40202,4181993.83845183,860767.226294699,4723063.3247932,1.37040054340851,-3.36617336701821,-0.0829326709534324
1429364580.50407,4181994.05431468,860767.417408434,4723063.10192345,1.43672508913071,-3.34889348759711,0.011757829657945
1429364580.60364,4181994.25086922,860767.615058582,4723062.8757868,1.53967367986271,-3.23980984758869,-0.130099422659944
